state_id,task,seed,source_step,phase,outcome_category,instruction,m,arm,num_components,isolated_token_ratio,largest_component_ratio,boundary_edges_per_token,corner_ratio,outer_ring_ratio,feature_perturbation_total,selected_mean_relative_perturbation,centered_residual_norm,winner_flip_count,feature_perturbation_relative_global,selected_mean_patch_perturbation,standard_overlap,standard_jaccard,standard_residual_cosine,centered_residual_norm_per_dim,clean_action,guided_action,dimensions
google_robot_move_near__seed000__step008,google_robot_move_near,0,8,early,both_success,move blue plastic bottle near sponge,43,standard_shr,4,0.023255813953488372,0.4418604651162791,1.186046511627907,0.0,0.20930232558139536,200.84681701660156,0.8181297779083252,245.8717498779297,1,0.4420266800456433,29.994739532470703,,,,"[101.93510437011719, 123.26591491699219, 101.71701049804688, 100.96702575683594, 92.42864990234375, 76.05205535888672]","[0.04161684924188777, 0.0764465587673816, -0.022465900487759566, 0.2220663058938933, 0.015153677208750549, 0.11674980879823327, 0.996078431372549]","[0.04161684924188777, 0.0764465587673816, -0.020701142621975338, 0.2220663058938933, 0.015153677208750549, 0.11674980879823327, 0.996078431372549]","[{""action_delta"":0.0,""clean_action_value"":0.04161684924188777,""clean_margin"":0.0,""clean_winner"":87,""dimension"":0,""guided_action_value"":0.04161684924188777,""guided_winner"":87,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.0764465587673816,""clean_margin"":0.0,""clean_winner"":63,""dimension"":1,""guided_action_value"":0.0764465587673816,""guided_winner"":63,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0017647578657842278,""clean_action_value"":-0.022465900487759566,""clean_margin"":1.75,""clean_winner"":137,""dimension"":2,""guided_action_value"":-0.020701142621975338,""guided_winner"":136,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":2.28125,""residual_advantage"":4.5625,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":0.2220663058938933,""clean_margin"":0.0,""clean_winner"":100,""dimension"":3,""guided_action_value"":0.2220663058938933,""guided_winner"":100,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.015153677208750549,""clean_margin"":0.0,""clean_winner"":112,""dimension"":4,""guided_action_value"":0.015153677208750549,""guided_winner"":112,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.11674980879823327,""clean_margin"":0.0,""clean_winner"":96,""dimension"":5,""guided_action_value"":0.11674980879823327,""guided_winner"":96,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed000__step008,google_robot_move_near,0,8,early,both_success,move blue plastic bottle near sponge,43,prompt_attn_shr,13,0.13953488372093023,0.3953488372093023,2.255813953488372,0.0,0.16279069767441862,146.90924072265625,0.8361338973045349,149.07667541503906,3,0.32332005510096956,21.620079040527344,0.09302325581395349,0.04878048780487805,0.31869345903396606,"[44.40351104736328, 64.28284454345703, 59.16960906982422, 61.21137619018555, 61.88993835449219, 71.00465393066406]","[0.04161684924188777, 0.0764465587673816, -0.022465900487759566, 0.2220663058938933, 0.015153677208750549, 0.11674980879823327, 0.996078431372549]","[0.04161684924188777, 0.0694445839638217, -0.020701142621975338, 0.2220663058938933, 0.015153677208750549, 0.10287684529026309, 0.996078431372549]","[{""action_delta"":0.0,""clean_action_value"":0.04161684924188777,""clean_margin"":0.0,""clean_winner"":87,""dimension"":0,""guided_action_value"":0.04161684924188777,""guided_winner"":87,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":-0.007001974803559907,""clean_action_value"":0.0764465587673816,""clean_margin"":0.25,""clean_winner"":63,""dimension"":1,""guided_action_value"":0.0694445839638217,""guided_winner"":69,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":1.28125,""residual_advantage"":2.5625,""winner_flipped"":true},{""action_delta"":0.0017647578657842278,""clean_action_value"":-0.022465900487759566,""clean_margin"":1.75,""clean_winner"":137,""dimension"":2,""guided_action_value"":-0.020701142621975338,""guided_winner"":136,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":2.1875,""residual_advantage"":4.375,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":0.2220663058938933,""clean_margin"":0.0,""clean_winner"":100,""dimension"":3,""guided_action_value"":0.2220663058938933,""guided_winner"":100,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.015153677208750549,""clean_margin"":0.0,""clean_winner"":112,""dimension"":4,""guided_action_value"":0.015153677208750549,""guided_winner"":112,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":-0.013872963507970182,""clean_action_value"":0.11674980879823327,""clean_margin"":3.75,""clean_winner"":96,""dimension"":5,""guided_action_value"":0.10287684529026309,""guided_winner"":100,""guided_winner_clean_rank"":5,""inequality_predicts_flip"":true,""lambda_residual_advantage"":5.203125,""residual_advantage"":10.40625,""winner_flipped"":true}]"
google_robot_move_near__seed000__step008,google_robot_move_near,0,8,early,both_success,move blue plastic bottle near sponge,43,random_shr,32,0.6511627906976745,0.13953488372093023,3.13953488372093,0.06976744186046512,0.27906976744186046,130.74794006347656,0.6843124032020569,49.50924301147461,2,0.2877520227979922,18.877727508544922,0.16279069767441862,0.08860759493670886,0.016887741163372993,"[14.528018951416016, 28.40587043762207, 17.928707122802734, 18.795589447021484, 16.32500457763672, 22.180843353271484]","[0.04161684924188777, 0.0764465587673816, -0.022465900487759566, 0.2220663058938933, 0.015153677208750549, 0.11674980879823327, 0.996078431372549]","[0.014764706133043037, 0.0694445839638217, -0.022465900487759566, 0.2220663058938933, 0.015153677208750549, 0.11674980879823327, 0.996078431372549]","[{""action_delta"":-0.026852143108844734,""clean_action_value"":0.04161684924188777,""clean_margin"":0.9375,""clean_winner"":87,""dimension"":0,""guided_action_value"":0.014764706133043037,""guided_winner"":104,""guided_winner_clean_rank"":3,""inequality_predicts_flip"":true,""lambda_residual_advantage"":1.15625,""residual_advantage"":2.3125,""winner_flipped"":true},{""action_delta"":-0.007001974803559907,""clean_action_value"":0.0764465587673816,""clean_margin"":0.25,""clean_winner"":63,""dimension"":1,""guided_action_value"":0.0694445839638217,""guided_winner"":69,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":1.40625,""residual_advantage"":2.8125,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":-0.022465900487759566,""clean_margin"":0.0,""clean_winner"":137,""dimension"":2,""guided_action_value"":-0.022465900487759566,""guided_winner"":137,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.2220663058938933,""clean_margin"":0.0,""clean_winner"":100,""dimension"":3,""guided_action_value"":0.2220663058938933,""guided_winner"":100,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.015153677208750549,""clean_margin"":0.0,""clean_winner"":112,""dimension"":4,""guided_action_value"":0.015153677208750549,""guided_winner"":112,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.11674980879823327,""clean_margin"":0.0,""clean_winner"":96,""dimension"":5,""guided_action_value"":0.11674980879823327,""guided_winner"":96,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed000__step040,google_robot_move_near,0,40,middle,both_success,move blue plastic bottle near sponge,26,standard_shr,2,0.0,0.6538461538461539,1.2307692307692308,0.0,0.0,156.27000427246094,1.0644066333770752,203.59324645996094,1,0.33660927709198324,30.263418197631836,,,,"[77.47743225097656, 95.92440795898438, 80.24200439453125, 87.96435546875, 81.53093719482422, 73.63531494140625]","[-0.018405588295529907, 0.0005918317288158836, -0.013642111158838482, -0.051027382844219094, -0.006039240093792475, 0.050853232135375015, 0.0]","[-0.018405588295529907, 0.0005918317288158836, -0.013642111158838482, -0.051027382844219094, -0.006039240093792475, 0.08206740002830781, 0.0]","[{""action_delta"":0.0,""clean_action_value"":-0.018405588295529907,""clean_margin"":0.0,""clean_winner"":125,""dimension"":0,""guided_action_value"":-0.018405588295529907,""guided_winner"":125,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.0005918317288158836,""clean_margin"":0.0,""clean_winner"":128,""dimension"":1,""guided_action_value"":0.0005918317288158836,""guided_winner"":128,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.013642111158838482,""clean_margin"":0.0,""clean_winner"":132,""dimension"":2,""guided_action_value"":-0.013642111158838482,""guided_winner"":132,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.051027382844219094,""clean_margin"":0.0,""clean_winner"":174,""dimension"":3,""guided_action_value"":-0.051027382844219094,""guided_winner"":174,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.006039240093792475,""clean_margin"":0.0,""clean_winner"":119,""dimension"":4,""guided_action_value"":-0.006039240093792475,""guided_winner"":119,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.031214167892932798,""clean_action_value"":0.050853232135375015,""clean_margin"":0.125,""clean_winner"":115,""dimension"":5,""guided_action_value"":0.08206740002830781,""guided_winner"":106,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":4.65625,""residual_advantage"":9.3125,""winner_flipped"":true}]"
google_robot_move_near__seed000__step040,google_robot_move_near,0,40,middle,both_success,move blue plastic bottle near sponge,26,prompt_attn_shr,17,0.4230769230769231,0.15384615384615385,3.076923076923077,0.0,0.23076923076923078,119.76738739013672,0.8299480676651001,135.41123962402344,4,0.25798177888508583,22.837451934814453,0.34615384615384615,0.20930232558139536,0.23585328459739685,"[49.0005989074707, 64.60918426513672, 53.236446380615234, 60.598541259765625, 56.03778076171875, 45.981136322021484]","[-0.018405588295529907, 0.0005918317288158836, -0.013642111158838482, -0.051027382844219094, -0.006039240093792475, 0.050853232135375015, 0.0]","[-0.018405588295529907, -0.007577138875337341, -0.004818321829917427, 0.052305364245877506, 0.04240171374059154, 0.050853232135375015, 0.0]","[{""action_delta"":0.0,""clean_action_value"":-0.018405588295529907,""clean_margin"":0.0,""clean_winner"":125,""dimension"":0,""guided_action_value"":-0.018405588295529907,""guided_winner"":125,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":-0.008168970604153225,""clean_action_value"":0.0005918317288158836,""clean_margin"":2.75,""clean_winner"":128,""dimension"":1,""guided_action_value"":-0.007577138875337341,""guided_winner"":135,""guided_winner_clean_rank"":3,""inequality_predicts_flip"":true,""lambda_residual_advantage"":3.015625,""residual_advantage"":6.03125,""winner_flipped"":true},{""action_delta"":0.008823789328921056,""clean_action_value"":-0.013642111158838482,""clean_margin"":0.375,""clean_winner"":132,""dimension"":2,""guided_action_value"":-0.004818321829917427,""guided_winner"":127,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":4.09375,""residual_advantage"":8.1875,""winner_flipped"":true},{""action_delta"":0.1033327470900966,""clean_action_value"":-0.051027382844219094,""clean_margin"":2.1875,""clean_winner"":174,""dimension"":3,""guided_action_value"":0.052305364245877506,""guided_winner"":146,""guided_winner_clean_rank"":4,""inequality_predicts_flip"":true,""lambda_residual_advantage"":2.3125,""residual_advantage"":4.625,""winner_flipped"":true},{""action_delta"":0.048440953834384015,""clean_action_value"":-0.006039240093792475,""clean_margin"":1.625,""clean_winner"":119,""dimension"":4,""guided_action_value"":0.04240171374059154,""guided_winner"":103,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":5.34375,""residual_advantage"":10.6875,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":0.050853232135375015,""clean_margin"":0.0,""clean_winner"":115,""dimension"":5,""guided_action_value"":0.050853232135375015,""guided_winner"":115,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed000__step040,google_robot_move_near,0,40,middle,both_success,move blue plastic bottle near sponge,26,random_shr,21,0.6538461538461539,0.11538461538461539,3.423076923076923,0.0,0.19230769230769232,114.30733489990234,0.712424635887146,36.27223587036133,1,0.24622069696678214,21.414968490600586,0.19230769230769232,0.10638297872340426,0.13747231662273407,"[15.395864486694336, 15.860836029052734, 15.162161827087402, 13.997231483459473, 15.513099670410156, 12.67305850982666]","[-0.018405588295529907, 0.0005918317288158836, -0.013642111158838482, -0.051027382844219094, -0.006039240093792475, 0.050853232135375015, 0.0]","[-0.01998512612546194, 0.0005918317288158836, -0.013642111158838482, -0.051027382844219094, -0.006039240093792475, 0.050853232135375015, 0.0]","[{""action_delta"":-0.0015795378299320317,""clean_action_value"":-0.018405588295529907,""clean_margin"":0.25,""clean_winner"":125,""dimension"":0,""guided_action_value"":-0.01998512612546194,""guided_winner"":126,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":0.4375,""residual_advantage"":0.875,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":0.0005918317288158836,""clean_margin"":0.0,""clean_winner"":128,""dimension"":1,""guided_action_value"":0.0005918317288158836,""guided_winner"":128,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.013642111158838482,""clean_margin"":0.0,""clean_winner"":132,""dimension"":2,""guided_action_value"":-0.013642111158838482,""guided_winner"":132,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.051027382844219094,""clean_margin"":0.0,""clean_winner"":174,""dimension"":3,""guided_action_value"":-0.051027382844219094,""guided_winner"":174,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.006039240093792475,""clean_margin"":0.0,""clean_winner"":119,""dimension"":4,""guided_action_value"":-0.006039240093792475,""guided_winner"":119,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.050853232135375015,""clean_margin"":0.0,""clean_winner"":115,""dimension"":5,""guided_action_value"":0.050853232135375015,""guided_winner"":115,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed000__step071,google_robot_move_near,0,71,late,both_success,move blue plastic bottle near sponge,42,standard_shr,7,0.09523809523809523,0.5714285714285714,1.4761904761904763,0.0,0.19047619047619047,199.89830017089844,0.8322625160217285,48.476829528808594,0,0.43188772459057634,30.172285079956055,,,,"[27.268272399902344, 17.38912010192871, 19.981966018676758, 15.834803581237793, 18.351215362548828, 17.812232971191406]","[0.0005488656636546407, -0.0005751640717774342, 0.00047595176743520096, 0.0006389907008292339, 1.5879135505492137e-05, -0.0011703810195131115, 0.996078431372549]","[0.0005488656636546407, -0.0005751640717774342, 0.00047595176743520096, 0.0006389907008292339, 1.5879135505492137e-05, -0.0011703810195131115, 0.996078431372549]","[{""action_delta"":0.0,""clean_action_value"":0.0005488656636546407,""clean_margin"":0.0,""clean_winner"":113,""dimension"":0,""guided_action_value"":0.0005488656636546407,""guided_winner"":113,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.0005751640717774342,""clean_margin"":0.0,""clean_winner"":129,""dimension"":1,""guided_action_value"":-0.0005751640717774342,""guided_winner"":129,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.00047595176743520096,""clean_margin"":0.0,""clean_winner"":124,""dimension"":2,""guided_action_value"":0.00047595176743520096,""guided_winner"":124,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.0006389907008292339,""clean_margin"":0.0,""clean_winner"":160,""dimension"":3,""guided_action_value"":0.0006389907008292339,""guided_winner"":160,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":1.5879135505492137e-05,""clean_margin"":0.0,""clean_winner"":117,""dimension"":4,""guided_action_value"":1.5879135505492137e-05,""guided_winner"":117,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.0011703810195131115,""clean_margin"":0.0,""clean_winner"":130,""dimension"":5,""guided_action_value"":-0.0011703810195131115,""guided_winner"":130,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed000__step071,google_robot_move_near,0,71,late,both_success,move blue plastic bottle near sponge,42,prompt_attn_shr,16,0.14285714285714285,0.19047619047619047,2.5714285714285716,0.0,0.14285714285714285,146.31507873535156,0.8305620551109314,114.90550994873047,1,0.3161191784736425,22.013370513916016,0.09523809523809523,0.05,0.23119565844535828,"[60.28614807128906, 36.87152862548828, 48.24577331542969, 46.05524444580078, 48.007450103759766, 38.1561393737793]","[0.0005488656636546407, -0.0005751640717774342, 0.00047595176743520096, 0.0006389907008292339, 1.5879135505492137e-05, -0.0011703810195131115, 0.996078431372549]","[-0.029462353105054212, -0.0005751640717774342, 0.00047595176743520096, 0.0006389907008292339, 1.5879135505492137e-05, -0.0011703810195131115, 0.996078431372549]","[{""action_delta"":-0.030011218768708853,""clean_action_value"":0.0005488656636546407,""clean_margin"":3.375,""clean_winner"":113,""dimension"":0,""guided_action_value"":-0.029462353105054212,""guided_winner"":132,""guided_winner_clean_rank"":5,""inequality_predicts_flip"":true,""lambda_residual_advantage"":5.859375,""residual_advantage"":11.71875,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":-0.0005751640717774342,""clean_margin"":0.0,""clean_winner"":129,""dimension"":1,""guided_action_value"":-0.0005751640717774342,""guided_winner"":129,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.00047595176743520096,""clean_margin"":0.0,""clean_winner"":124,""dimension"":2,""guided_action_value"":0.00047595176743520096,""guided_winner"":124,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.0006389907008292339,""clean_margin"":0.0,""clean_winner"":160,""dimension"":3,""guided_action_value"":0.0006389907008292339,""guided_winner"":160,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":1.5879135505492137e-05,""clean_margin"":0.0,""clean_winner"":117,""dimension"":4,""guided_action_value"":1.5879135505492137e-05,""guided_winner"":117,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.0011703810195131115,""clean_margin"":0.0,""clean_winner"":130,""dimension"":5,""guided_action_value"":-0.0011703810195131115,""guided_winner"":130,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed000__step071,google_robot_move_near,0,71,late,both_success,move blue plastic bottle near sponge,42,random_shr,32,0.5952380952380952,0.09523809523809523,3.1666666666666665,0.07142857142857142,0.2857142857142857,129.82025146484375,0.6637848615646362,22.703664779663086,0,0.280481489652458,19.228748321533203,0.19047619047619047,0.10526315789473684,0.04980452358722687,"[10.983806610107422, 8.565550804138184, 11.16619873046875, 8.003093719482422, 8.046441078186035, 8.244088172912598]","[0.0005488656636546407, -0.0005751640717774342, 0.00047595176743520096, 0.0006389907008292339, 1.5879135505492137e-05, -0.0011703810195131115, 0.996078431372549]","[0.0005488656636546407, -0.0005751640717774342, 0.00047595176743520096, 0.0006389907008292339, 1.5879135505492137e-05, -0.0011703810195131115, 0.996078431372549]","[{""action_delta"":0.0,""clean_action_value"":0.0005488656636546407,""clean_margin"":0.0,""clean_winner"":113,""dimension"":0,""guided_action_value"":0.0005488656636546407,""guided_winner"":113,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.0005751640717774342,""clean_margin"":0.0,""clean_winner"":129,""dimension"":1,""guided_action_value"":-0.0005751640717774342,""guided_winner"":129,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.00047595176743520096,""clean_margin"":0.0,""clean_winner"":124,""dimension"":2,""guided_action_value"":0.00047595176743520096,""guided_winner"":124,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.0006389907008292339,""clean_margin"":0.0,""clean_winner"":160,""dimension"":3,""guided_action_value"":0.0006389907008292339,""guided_winner"":160,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":1.5879135505492137e-05,""clean_margin"":0.0,""clean_winner"":117,""dimension"":4,""guided_action_value"":1.5879135505492137e-05,""guided_winner"":117,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":-0.0011703810195131115,""clean_margin"":0.0,""clean_winner"":130,""dimension"":5,""guided_action_value"":-0.0011703810195131115,""guided_winner"":130,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
google_robot_move_near__seed001__step008,google_robot_move_near,1,8,early,both_fail,move sponge near 7up can,18,standard_shr,4,0.05555555555555555,0.5555555555555556,1.8333333333333333,0.0,0.2777777777777778,135.7888946533203,0.9006470441818237,100.30670928955078,1,0.29923568487009583,31.75032615661621,,,,"[24.675798416137695, 44.83732223510742, 44.50178527832031, 37.64154052734375, 43.53022766113281, 46.36787033081055]","[0.04793500056161601, 0.0694445839638217, -0.022465900487759566, 0.00432944595404694, 0.10900802526286962, 0.22079703510800952, 0.996078431372549]","[0.04793500056161601, 0.0694445839638217, -0.018936384756191138, 0.00432944595404694, 0.10900802526286962, 0.22079703510800952, 0.996078431372549]","[{""action_delta"":0.0,""clean_action_value"":0.04793500056161601,""clean_margin"":0.0,""clean_winner"":83,""dimension"":0,""guided_action_value"":0.04793500056161601,""guided_winner"":83,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.0694445839638217,""clean_margin"":0.0,""clean_winner"":69,""dimension"":1,""guided_action_value"":0.0694445839638217,""guided_winner"":69,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.003529515731568428,""clean_action_value"":-0.022465900487759566,""clean_margin"":0.625,""clean_winner"":137,""dimension"":2,""guided_action_value"":-0.018936384756191138,""guided_winner"":135,""guided_winner_clean_rank"":2,""inequality_predicts_flip"":true,""lambda_residual_advantage"":4.625,""residual_advantage"":9.25,""winner_flipped"":true},{""action_delta"":0.0,""clean_action_value"":0.00432944595404694,""clean_margin"":0.0,""clean_winner"":159,""dimension"":3,""guided_action_value"":0.00432944595404694,""guided_winner"":159,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.10900802526286962,""clean_margin"":0.0,""clean_winner"":81,""dimension"":4,""guided_action_value"":0.10900802526286962,""guided_winner"":81,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false},{""action_delta"":0.0,""clean_action_value"":0.22079703510800952,""clean_margin"":0.0,""clean_winner"":66,""dimension"":5,""guided_action_value"":0.22079703510800952,""guided_winner"":66,""guided_winner_clean_rank"":1,""inequality_predicts_flip"":false,""lambda_residual_advantage"":0.0,""residual_advantage"":0.0,""winner_flipped"":false}]"
