split,layer,states,top_alignment,bottom_alignment,wrong_prompt_alignment,random_alignment,top_strength_ratio,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin,causal_margin_ci95_low,causal_margin_ci95_high,top_wins_all_controls
exploration,0,20,0.311624212686936,0.026317116827496878,0.308661990953643,0.06312727333882359,1.1567259893933568,0.24849693934811246,0.2853070958594392,0.002962221733293069,-0.029744388646567217,-0.050965064253563994,-0.011208344761578127,0
exploration,1,20,0.31921003429526884,0.02887281522929777,0.31573839455100317,0.06312727333882359,1.2100685720289701,0.2560827609564452,0.2903372190659711,0.0034716397442656824,-0.04361433369111844,-0.06629271406563005,-0.021039251298041347,0
exploration,2,20,0.27335169083068,0.03832419905177193,0.2693472577929257,0.06312727333882359,1.0701573205988137,0.21022441749185633,0.235027491778908,0.004004433037754341,-0.028564102176434476,-0.05074221201287454,-0.007534133661904309,0
exploration,3,20,0.28166635198773143,0.06035649585725981,0.2801949362094698,0.06312727333882359,1.1699130506908078,0.21853907864890787,0.2213098561304716,0.0014714157782617047,-0.03377488477490566,-0.06767580623302535,-0.004216530231865925,0
exploration,4,20,0.3012192858821655,0.07119157458058843,0.27344502493277784,0.06312727333882359,1.1938597332252932,0.23809201254334203,0.2300277113015771,0.02777426094938772,-0.012716310787411145,-0.046466585615439183,0.02361817909166712,0
exploration,5,20,0.30202090172861995,0.0947386100982072,0.2891321091465073,0.06312727333882359,1.1982208533830385,0.2388936283897964,0.20728229163041276,0.012888792582112656,-0.03089620904996603,-0.06432751421100107,0.0005700761204192161,0
exploration,6,20,0.32787152474453907,0.053719144000390726,0.3254188091503357,0.06312727333882359,1.2475816784309353,0.2647442514057154,0.2741523807441483,0.0024527155942033426,-0.022767848509665362,-0.0484225644742678,0.0015449544091316852,0
exploration,7,20,0.33769831408051304,0.06979735041194006,0.31250875499602593,0.06312727333882359,1.2105211510768397,0.2745710407416894,0.26790096366857297,0.025189559084487063,-0.002799619899119131,-0.035901477209859096,0.029989580489251457,0
exploration,8,20,0.33757896505879315,0.04931589644031585,0.3480548695561304,0.06312727333882359,1.223274579087379,0.2744516917199696,0.2882630686184774,-0.01047590449733726,-0.029233564068334626,-0.05673708929221751,-0.0035198291111250076,0
exploration,9,20,0.35089000622899025,0.04058898743644877,0.3312812589228744,0.06312727333882359,1.1723956998249747,0.28776273289016674,0.3103010187925415,0.019608747306115948,0.0024269565294366907,-0.024667033309522125,0.03201481891380637,0
exploration,10,20,0.3564642366075839,0.050869026611834456,0.3418564758920541,0.06312727333882359,1.215676350326059,0.29333696326876024,0.30559520999574946,0.01460776071552978,-0.009734078576519482,-0.028079119851717998,0.007357404791107365,0
exploration,11,20,0.34096345655820814,0.03163200963309483,0.34034701790987265,0.06312727333882359,1.2650341050923077,0.2778361832193845,0.3093314469251133,0.0006164386483354219,-0.01860493680308565,-0.060950913383534755,0.0193791626640046,0
exploration,12,20,0.3398085714874236,0.0432391217218978,0.3449710128205451,0.06312727333882359,1.2314845030386083,0.2766812981486,0.2965694497655257,-0.005162441333121598,-0.019691203332294183,-0.05160423957665026,0.003917785089735033,0
exploration,13,20,0.3516859024971319,0.0220535096994768,0.31723323479816207,0.06312727333882359,1.2513319018096845,0.2885586291583083,0.32963239279765516,0.034452667698969854,0.012549467806714046,-0.012750627857549594,0.03922454974737561,0
exploration,14,20,0.345999965323972,0.048291406595780934,0.2842451570234138,0.06312727333882359,1.1965335043436884,0.2828726919851484,0.297708558728191,0.061754808300558184,0.025199667904915634,-0.010681541032147598,0.06479925676742017,0
exploration,15,20,0.31788393369119794,0.05274768222515701,0.3199872041057291,0.06312727333882359,1.2009086336058974,0.2547566603523744,0.265136251466041,-0.002103270414531246,-0.028934257668074885,-0.05833419296625757,-0.003684416609615735,0
exploration,16,20,0.300456883601041,0.029820005482690537,0.3187965023443792,0.06312727333882359,1.1506284960423494,0.23732961026221747,0.27063687811835047,-0.01833961874333811,-0.03886631050963617,-0.07667927490808688,-0.005064181911359592,0
exploration,17,20,0.30670952316054767,0.016613378339043656,0.29568075990213527,0.06312727333882359,1.118273498800678,0.2435822498217241,0.29009614482150403,0.011028763258412353,-0.008722824684038495,-0.03533955626469017,0.015037765444423784,0
exploration,18,20,0.2809584234376389,0.030885397904645305,0.28416872536162174,0.06312727333882359,1.1134153349477847,0.21783115009881535,0.2500730255329936,-0.003210301923982822,-0.024433413900398115,-0.05997186595168746,0.007854708437703528,0
exploration,19,20,0.2851252483764526,0.06932927322855008,0.30094555249068705,0.06312727333882359,1.0493671974054812,0.22199797503762903,0.21579597514790255,-0.01582030411423442,-0.03880489125048122,-0.06384743615735458,-0.015041144803020625,0
exploration,20,20,0.257816606672782,0.05254474075674542,0.26104120048615215,0.06312727333882359,1.0301170581014512,0.1946893333339585,0.2052718659160367,-0.0032245938133700787,-0.04322210803644838,-0.06642952943339789,-0.02146481189836041,0
exploration,21,20,0.2807156698812098,0.04918547236698263,0.2726808919858409,0.06312727333882359,1.0277029222714718,0.21758839654238615,0.23153019751422707,0.008034777895368859,-0.021415952694536073,-0.05145991284196259,0.006239759263623763,0
exploration,22,20,0.27143140545009387,0.06317210600638609,0.27019180613238414,0.06312727333882359,1.0553831602895762,0.20830413211127036,0.20825929944370786,0.0012395993177098052,-0.024344279158482602,-0.06515379705239635,0.012364195270877199,0
exploration,23,20,0.2705079267955582,0.05776575654485241,0.2629051110620218,0.06312727333882359,1.055732310846874,0.20738065345673462,0.2127421702507058,0.007602815733536454,-0.03199769053356153,-0.07090726819896956,-0.0025195654014009837,0
exploration,24,20,0.2703234159886522,0.04404888477899766,0.27350100490386686,0.06312727333882359,1.074750198497046,0.2071961426498286,0.22627453120965457,-0.003177588915214613,-0.04378220952976477,-0.0743241821044473,-0.015539785150311975,0
exploration,25,20,0.249003280067567,0.05627875280712387,0.25003683449907765,0.06312727333882359,1.0152460262051715,0.18587600672874346,0.19272452726044315,-0.0010335544315105733,-0.055420011919401435,-0.08804545815770329,-0.02722821360255235,0
exploration,26,20,0.2552027770723722,0.06447547832835662,0.2650718643975639,0.06312727333882359,1.01822517080362,0.1920755037335486,0.19072729874401556,-0.009869087325191768,-0.06329288374881153,-0.09847794504698089,-0.03449114300872556,0
exploration,27,20,0.26983010261031604,0.033582200324437775,0.25946032800080543,0.06312727333882359,1.027859472877044,0.2067028292714924,0.2362479022858782,0.01036977460951055,-0.03152375841675818,-0.07608128233303964,0.011308498099630748,0
exploration,28,20,0.2653328451847427,0.03146279460175323,0.25601501093424084,0.06312727333882359,1.0114809056088603,0.2022055718459192,0.2338700505829895,0.009317834250501922,-0.03499885501899754,-0.07717261812296998,0.002988825587558162,0
exploration,29,20,0.26634280340104755,0.00893151639925149,0.2654140803839932,0.06312727333882359,1.0108992325292134,0.20321553006222398,0.25741128700179605,0.0009287230170544239,-0.029509747686268545,-0.057121010535212235,-0.0019295701069156467,0
exploration,30,20,0.24191423655093836,0.03454644134116126,0.2383747345989486,0.06312727333882359,0.965717520807266,0.17878696321211468,0.20736779520977708,0.0035395019519896638,-0.02886820402488477,-0.05435989071106947,-0.006202561341917921,0
exploration,31,20,0.22667449706310952,0.02948297484173374,0.23970351204457133,0.06312727333882359,0.9336122589870502,0.1635472237242859,0.19719152222137573,-0.013029014981461839,-0.06304731699894385,-0.09179692829577463,-0.03728374284865344,0
validation,0,10,0.2317906113556618,0.035748642376158886,0.23103479310498712,0.10784306416370634,1.108168617573033,0.12394754719195547,0.19604196897950293,0.0007558182506746891,-0.06609226896545038,-0.12295856059804501,-0.017528750223147725,0
validation,1,10,0.32204213102248563,0.052289798566326685,0.3060415220153887,0.10784306416370634,1.1356239942024178,0.21419906685877926,0.269752332456159,0.016000609007096912,-0.027972092790945608,-0.05189741084509203,-0.006857556905387165,0
validation,2,10,0.2465517036418813,0.008419694363263223,0.23765641749867933,0.10784306416370634,0.9817688851157198,0.1387086394781749,0.2381320092786181,0.008895286143201932,-0.04515272590220419,-0.07915653955358463,-0.009745148399105714,0
validation,3,10,0.2569788848192011,0.023519901513272982,0.2649436852665099,0.10784306416370634,1.1633551457882032,0.1491358206554948,0.23345898330592812,-0.007964800447308748,-0.06167872689230297,-0.10182509986264578,-0.032392433286445366,0
validation,4,10,0.2727537268360728,0.020904063696135688,0.24983809272864538,0.10784306416370634,1.1917005785282493,0.16491066267236637,0.25184966313993706,0.022915634107427356,-0.0425961251154814,-0.08131630581678952,-0.012199614540611402,0
validation,5,10,0.24652685086594364,-0.021232896151235213,0.2588468104959906,0.10784306416370634,1.0764487678960735,0.13868378670223727,0.2677597470171788,-0.012319959630047011,-0.06420163158427564,-0.10642823650651684,-0.025273814697933734,0
validation,6,10,0.29105088762849163,0.01834917734197786,0.25698062250086307,0.10784306416370634,1.196389468093726,0.18320782346478523,0.2727017102865138,0.034070265127628514,-0.012007274232188463,-0.05909958742343264,0.026211468120500205,0
validation,7,10,0.2733754692476404,0.0271637188270893,0.2284492469774629,0.10784306416370634,1.2247649936105316,0.165532405083934,0.24621175042055113,0.044926222270177466,-0.02197229498385172,-0.1029430130984576,0.055722552337456294,0
validation,8,10,0.30431093989312885,0.04729941776488406,0.2616972398059117,0.10784306416370634,1.2321599569568398,0.19646787572942248,0.25701152212824474,0.04261370008721714,-0.027995022836971372,-0.09202943976404931,0.026220159089819,0
validation,9,10,0.2776933321791374,0.025222214561813273,0.24076744150801122,0.10784306416370634,1.2272015949468167,0.16985026801543096,0.2524711176173241,0.03692589067112614,-0.03324715899188762,-0.1176108948608321,0.04510356736751837,0
validation,10,10,0.26927816474814603,0.04165063613757865,0.2622102250061153,0.10784306416370634,1.2577374092972606,0.1614351005844397,0.2276275286105674,0.0070679397420307126,-0.05341026935019859,-0.1326888326448013,0.011362610190570588,0
validation,11,10,0.2961295009180618,0.04336755841512678,0.25204463096784185,0.10784306416370634,1.3495843515171466,0.18828643675435544,0.252761942502935,0.04408486995021987,-0.02441962425119467,-0.11617527310084694,0.06855048269075074,0
validation,12,10,0.26901617233881986,0.046128022773120246,0.2825300838437264,0.10784306416370634,1.2774661083792533,0.1611731081751135,0.22288814956569963,-0.013513911504906564,-0.06910546631546938,-0.14099408035359515,-0.01686551471795093,0
validation,13,10,0.2586933564921404,0.05043859241010136,0.25935108775744514,0.10784306416370634,1.2700978832144436,0.15085029232843405,0.20825476408203905,-0.0006577312653047417,-0.06202089208407789,-0.11598144296180522,-0.015970624182226844,0
