split,layer,states,top_alignment,bottom_alignment,wrong_prompt_alignment,random_alignment,top_strength_ratio,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin,top_wins_all_controls
exploration,0,6,0.3371711417923731,0.0260039135305186,0.33484956186241127,0.13906052132984714,1.231251394367588,0.198110620462526,0.31116722826185456,0.00232157992996182,0.00232157992996182,0
exploration,1,6,0.2813979535191694,0.020497564477447962,0.2830738988980523,0.13906052132984714,1.0832918928279163,0.1423374321893223,0.26090038904172147,-0.0016759453788829,-0.0624235352851553,0
exploration,2,6,0.21440529043584045,0.10979845770132644,0.20898701702052,0.13906052132984714,0.9383043043031862,0.07534476910599328,0.10460683273451399,0.005418273415320424,-0.05109866229931934,0
exploration,3,6,0.2075257247913477,0.16241108640825586,0.22532961951840233,0.13906052132984714,1.066656417309519,0.06846520346150055,0.04511463838309184,-0.017803894727054636,-0.09044587158786288,0
exploration,4,6,0.20649566592411192,0.13007743504145122,0.2271642159465248,0.13906052132984714,1.0414204623565757,0.06743514459426475,0.07641823088266067,-0.0206685500224129,-0.09657639921363313,0
exploration,5,6,0.21207884149086367,0.1699124533331002,0.19023725909141578,0.13906052132984714,1.0294476361150606,0.07301832016101654,0.04216638815776347,0.021841582399447893,-0.09825392691905084,0
exploration,6,6,0.29231704639431394,0.14054173364520336,0.2928619031068776,0.13906052132984714,1.2003854715278697,0.15325652506446677,0.15177531274911057,-0.0005448567125637011,-0.05557615921861597,0
exploration,7,6,0.24298309199001103,0.08417580407377166,0.22798446129200434,0.13906052132984714,1.0955359047187099,0.10392257066016387,0.15880728791623935,0.014998630698006688,-0.044685281880535756,0
exploration,8,6,0.29382313314555536,0.0017041506846911941,0.30413766988621166,0.13906052132984714,1.1963164986765407,0.15476261181570825,0.29211898246086415,-0.010314536740656272,-0.022190131092353484,0
exploration,9,6,0.27537316624550884,0.08122903380585572,0.2837911814488057,0.13906052132984714,1.0987774337484024,0.13631264491566167,0.19414413243965312,-0.008418015203296861,-0.05918339539690214,0
exploration,10,6,0.34153525596026396,0.03428706356409968,0.30339085467714294,0.13906052132984714,1.1673016966750223,0.20247473463041676,0.30724819239616424,0.03814440128312098,0.03457240653315695,0
exploration,11,6,0.3196447104062325,0.06787527181503951,0.2613169791295114,0.13906052132984714,1.184252714420455,0.18058418907638532,0.251769438591193,0.05832773127672111,0.03630440848325748,0
exploration,12,6,0.2690738828095551,-0.014218061386428255,0.28138216021150864,0.13906052132984714,1.0620952011439788,0.1300133614797079,0.2832919441959833,-0.01230827740195361,-0.03336320860033403,0
exploration,13,6,0.3079293253955944,0.02015769629754408,0.25245198395230467,0.13906052132984714,1.1588014741501704,0.16886880406574734,0.2877716290980504,0.05547734144328981,0.01046024191438901,0
exploration,14,6,0.36232260552323464,0.02515077554350893,0.20423996386570176,0.13906052132984714,1.0661428833904694,0.22326208419338744,0.33717182997972567,0.15808264165753286,0.08627934244932418,0
exploration,15,6,0.27299840782354806,0.07107053177948557,0.30286506390908824,0.13906052132984714,1.0968920244612477,0.13393788649370092,0.2019278760440625,-0.029866656085540188,-0.042988555859813,0
exploration,16,6,0.3034930466305976,0.017023051963938485,0.3012589095677278,0.13906052132984714,1.0521691229530716,0.16443252530075048,0.2864699946666591,0.0022341370628698315,-0.018821560952953884,0
exploration,17,6,0.23669557106119013,0.031179221483252445,0.1723929634856118,0.13906052132984714,1.1100706949649295,0.097635049731343,0.2055163495779377,0.06430260757557835,-0.025419693667612927,0
exploration,18,6,0.2277164849190448,0.06193449437056404,0.2711619641307489,0.13906052132984714,1.067182769947789,0.08865596358919765,0.16578199054848075,-0.04344547921170407,-0.085525817633241,0
exploration,19,6,0.2764166938480029,-0.00026844846600174453,0.2785378182023266,0.13906052132984714,1.0381482211056137,0.1373561725181557,0.27668514231400465,-0.0021211243543237377,-0.039670454318779094,0
exploration,20,6,0.23273281882787075,0.07245787584538077,0.19644124187419468,0.13906052132984714,0.9441500609217536,0.0936722974980236,0.16027494298248998,0.03629157695367605,-0.026665599492438,0
exploration,21,6,0.273772090564968,-0.0024321459181081174,0.2587519197709954,0.13906052132984714,0.9432944258486925,0.13471156923512084,0.2762042364830761,0.015020170793972632,-0.01671817590817749,0
exploration,22,6,0.24252011497483403,0.09131018391787067,0.25065814358122246,0.13906052132984714,0.9888642402848875,0.10345959364498687,0.15120993105696334,-0.008138028606388445,-0.043875174386488726,0
exploration,23,6,0.21950728933691385,0.013257467167357408,0.2242651765733323,0.13906052132984714,0.8864239857923888,0.08044676800706668,0.20624982216955645,-0.004757887236418461,-0.04498573506650858,0
exploration,24,6,0.27678786167475183,0.028012675712435042,0.258408493079679,0.13906052132984714,0.922183663691924,0.1377273403449047,0.24877518596231676,0.018379368595072835,-0.019788188393045608,0
exploration,25,6,0.28169248945612185,0.10650663949716854,0.2796098841444106,0.13906052132984714,0.8891157557770607,0.14263196812627474,0.17518584995895334,0.0020826053117112414,-0.029795379842399508,0
exploration,26,6,0.3120587521119386,0.03847408881315043,0.30236759878270997,0.13906052132984714,0.8533196755606666,0.1729982307820915,0.2735846632987882,0.009691153329228644,-0.014414326042918696,0
exploration,27,6,0.30981122753980345,0.04552216255688618,0.29595925517140925,0.13906052132984714,0.8547307302639834,0.17075070620995633,0.26428906498291727,0.013851972368394222,-0.011226385011823636,0
exploration,28,6,0.2973491128109302,0.025190218564213978,0.31254460516271293,0.13906052132984714,0.8629468604297537,0.158288591481083,0.2721588942467162,-0.015195492351782748,-0.04555307010521203,0
exploration,29,6,0.29224603676304783,0.09987818156606461,0.30685427946833027,0.13906052132984714,0.8337777948796495,0.15318551543320072,0.1923678551969832,-0.01460824270528239,-0.06862918269209042,0
exploration,30,6,0.2829330962496142,-0.025919700118341892,0.29790455887705414,0.13906052132984714,0.8074316517381518,0.143872574919767,0.3088527963679561,-0.014971462627440002,-0.04242836165871413,0
exploration,31,6,0.24350336794725444,0.06164237359346316,0.21958590084290677,0.13906052132984714,0.7621531639013704,0.10444284661740726,0.18186099435379124,0.02391746710434761,-0.01175833108771801,0
validation,0,3,0.3429364259086871,0.09338530469479671,0.3429364259086871,0.20475384235139957,1.390717323560974,0.1381825835572876,0.24955112121389045,0.0,0.0,0
validation,1,3,0.38716720572747293,0.02687284208877977,0.3816566569989859,0.20475384235139957,1.438678235059343,0.1824133633760734,0.3602943636386932,0.0055105487284870525,0.0055105487284870525,0
validation,2,3,0.36117628532956436,0.08601863815289341,0.3623146056869528,0.20475384235139957,1.1932918371127097,0.15642244297816477,0.2751576471766709,-0.0011383203573884781,-0.023557033780643232,0
validation,3,3,0.37511683881378927,0.12338737807924814,0.3770286310336998,0.20475384235139957,1.3191553921538508,0.1703629964623897,0.2517294607345411,-0.0019117922199105575,-0.030024073851708067,0
validation,4,3,0.3008012360640777,0.07350417362117952,0.3183443864445472,0.20475384235139957,1.3460270896857256,0.09604739371267816,0.22729706244289818,-0.017543150380469497,-0.022562671834537095,0
validation,5,3,0.37751574990383435,-0.0307786428136622,0.3702476367129636,0.20475384235139957,1.2839023873149413,0.1727619075524348,0.4082943927174966,0.007268113190870775,0.007268113190870775,0
validation,6,3,0.3400143224300009,0.05205049256907889,0.31932124526989675,0.20475384235139957,1.3197085587587745,0.13526048007860128,0.28796382986092195,0.0206930771601041,0.01868378451769928,1
validation,7,3,0.3265420463570243,0.03561745560430326,0.3011295828017218,0.20475384235139957,1.2118094419031038,0.12178820400562469,0.290924590752721,0.02541246355530241,0.024271585103680316,0
validation,8,3,0.33505867050325633,0.046968761248465274,0.2728069749461099,0.20475384235139957,1.1984143238873306,0.13030482815185676,0.28808990925479105,0.06225169555714646,0.06225169555714646,1
validation,9,3,0.2991578219879694,0.07578137561310422,0.3125837733830781,0.20475384235139957,1.1860261727579111,0.09440397963656988,0.2233764463748652,-0.01342595139510866,-0.029353534770995865,0
validation,10,3,0.30898864587292607,0.08061879612141108,0.3358114540032157,0.20475384235139957,1.2092965855400164,0.10423480352152655,0.228369849751515,-0.026822808130289626,-0.026822808130289626,0
validation,11,3,0.25510048219539966,0.050138470755544985,0.2808017105971381,0.20475384235139957,1.5599409178617332,0.050346639844000084,0.20496201143985462,-0.02570122840173848,-0.02570122840173848,0
validation,12,3,0.35779216536571434,0.018941583004757418,0.3248383977434728,0.20475384235139957,1.2485066302241596,0.1530383230143148,0.33885058236095694,0.032953767622241587,0.018885875655806978,0
validation,13,3,0.31949488632593154,0.02550144451095239,0.3317977243218713,0.20475384235139957,1.3504911957947225,0.11474104397453198,0.29399344181497916,-0.012302837995939819,-0.025171984373494688,0
validation,14,3,0.28698016720398073,-0.0005082267650198766,0.3190290070683794,0.20475384235139957,1.1611756263088362,0.08222632485258116,0.2874883939690006,-0.03204883986439863,-0.03204883986439863,0
validation,15,3,0.3365120998394035,0.005795917862184409,0.29823796344489933,0.20475384235139957,1.2411300715902993,0.13175825748800393,0.3307161819772191,0.03827413639450412,0.03827413639450412,0
validation,16,3,0.3367360727978141,0.07616149559222725,0.23668937464372322,0.20475384235139957,1.1169788638972702,0.13198223044641452,0.2605745772055868,0.10004669815409083,0.10004669815409083,1
validation,17,3,0.28135430487829843,0.06065260600855774,0.25679482965720607,0.20475384235139957,1.0478158251943581,0.0766004625268989,0.2207016988697407,0.024559475221092354,-0.015275977191031234,0
validation,18,3,0.3051480190000114,0.1533442742770553,0.25705003986577424,0.20475384235139957,1.1637081614557896,0.10039417664861179,0.15180374472295607,0.048097979134237114,0.03914013603732703,0
validation,19,3,0.3027999878714856,0.09548709924650267,0.2965533918074292,0.20475384235139957,1.0371493001295278,0.0980461455200861,0.20731288862498298,0.006246596064056513,0.006246596064056513,0
validation,20,3,0.2685523054275917,0.09170122703331923,0.2192994199259155,0.20475384235139957,0.9989361876083663,0.06379846307619212,0.17685107839427242,0.049252885501676204,0.004892292008431692,0
validation,21,3,0.3251796015638815,0.1903437791490342,0.2772294879032209,0.20475384235139957,0.9674018432258406,0.12042575921248193,0.13483582241484726,0.04795011366066058,0.04795011366066058,0
validation,22,3,0.21384882743645608,0.18385626610088612,0.21034915466979764,0.20475384235139957,0.9936243241562153,0.009094985085056545,0.029992561335569972,0.0034996727666584612,-0.11679366999160845,0
validation,23,3,0.2853249104090407,0.026661083350676167,0.2601153457712271,0.20475384235139957,0.9804596646829498,0.08057106805764111,0.2586638270583645,0.025209564637813597,0.020002472970449364,0
validation,24,3,0.21858625803549903,0.17961809575652846,0.2066686439530471,0.20475384235139957,0.9005582979816599,0.013832415684099458,0.03896816227897056,0.0119176140824519,-0.08327708525691897,0
validation,25,3,0.1940481691511794,0.15351875904728815,0.21132923108947832,0.20475384235139957,0.8890244646276629,-0.010705673200220164,0.04052941010389124,-0.017281061938298915,-0.08168574412840292,0
validation,26,3,0.20078372421193794,0.132970043187179,0.20786193423395669,0.20475384235139957,0.9013670612820176,-0.003970118139461622,0.06781368102475895,-0.007078210022018749,-0.09512020889178734,0
validation,27,3,0.2139506761299771,0.1943825256230722,0.22957010739185935,0.20475384235139957,0.9098086555100081,0.009196833778577542,0.019568150506904913,-0.015619431261882246,-0.0993532055086404,0
validation,28,3,0.1913245143529102,0.19142144848933276,0.1875386623426285,0.20475384235139957,0.9291251505263715,-0.013429327998489346,-9.69341364225514e-05,0.0037858520102816984,-0.08874337614161021,0
validation,29,3,0.2187459623543689,0.12223568632189798,0.20823704130415877,0.20475384235139957,0.8598547725414548,0.013992120002969358,0.09651027603247092,0.010508921050210162,-0.05871643734634629,0
validation,30,3,0.22502105513184925,0.10910614389177675,0.21511668002384798,0.20475384235139957,0.785987883280562,0.02026721278044971,0.11591491124007251,0.009904375108001268,-0.041509634200774664,0
validation,31,3,0.23166746472607558,0.12362403981899232,0.23361070757757432,0.20475384235139957,0.8120977383191673,0.026913622374676028,0.1080434249070833,-0.001943242851498735,-0.0491674747371308,0
all,0,9,0.33909290316447777,0.048464377251944635,0.33754518321116994,0.16095829500369793,1.2844067040987168,0.17813460816077986,0.2906285259125332,0.00154771995330788,0.00154771995330788,0
all,1,9,0.31665437092193727,0.02262265701455856,0.3159348182650302,0.16095829500369793,1.2017540069050585,0.15569607591823934,0.2940317139073787,0.0007195526569070841,-0.039778840613941185,0
all,2,9,0.263328955400415,0.1018718511851821,0.2600962132426643,0.16095829500369793,1.0233001485730275,0.1023706603967171,0.16145710421523296,0.0032327421577507892,-0.04191811945976064,0
all,3,9,0.26338942946549493,0.14940318363191996,0.27589595669016814,0.16095829500369793,1.1508227422576296,0.10243113446179691,0.11398624583357492,-0.012506527224673276,-0.07030527234247795,0
all,4,9,0.23793085597076719,0.111219681234694,0.2575576061125322,0.16095829500369793,1.1429560047996254,0.07697256096706921,0.12671117473607318,-0.019626750141765098,-0.07190515675393445,0
