state_id,task,seed,split,layer,top_alignment,bottom_alignment,wrong_prompt_alignment,random_alignment,top_strength_ratio,top_minus_random,top_minus_bottom,top_minus_wrong_prompt,causal_margin
google_robot_move_near__seed000__step008,move_near,0,validation,0,0.3835646789057403,0.11657477572996995,0.3835646789057403,0.16763568393459635,1.6605805306896018,0.21592899497114396,0.26698990317577037,0.0,0.0
google_robot_move_near__seed000__step008,move_near,0,validation,1,0.38634165186004354,-0.02741603632287466,0.3855827504079182,0.16763568393459635,1.7906733755060282,0.2187059679254472,0.4137576881829182,0.0007589014521253712,0.0007589014521253712
google_robot_move_near__seed000__step008,move_near,0,validation,2,0.3634391786139411,-0.0058451312400210715,0.36685413968610653,0.16763568393459635,1.2633569444807151,0.19580349467934474,0.36928430985396216,-0.0034149610721654344,-0.0034149610721654344
google_robot_move_near__seed000__step008,move_near,0,validation,3,0.374857475078487,0.2083926664006982,0.3766826993470229,0.16763568393459635,1.4732354461490993,0.20722179114389064,0.1664648086777888,-0.00182522426853593,-0.00182522426853593
google_robot_move_near__seed000__step008,move_near,0,validation,4,0.31840475735282014,0.067172852165768,0.3315752081610986,0.16763568393459635,1.6733592976705025,0.1507690734182238,0.25123190518705213,-0.013170450808278444,-0.013170450808278444
google_robot_move_near__seed000__step008,move_near,0,validation,5,0.4328509270813788,0.06862591272609786,0.39271716610774265,0.16763568393459635,1.5052743410554998,0.26521524314678246,0.36422501435528093,0.040133760973636134,0.040133760973636134
google_robot_move_near__seed000__step008,move_near,0,validation,6,0.3696282728694668,0.12744537870944897,0.36327191439464784,0.16763568393459635,1.3743172888647495,0.20199258893487046,0.24218289416001784,0.006356358474818968,0.006356358474818968
google_robot_move_near__seed000__step008,move_near,0,validation,7,0.44795943137764677,0.0897840426268488,0.2939972108888382,0.16763568393459635,1.1850730934016083,0.28032374744305044,0.35817538875079796,0.1539622204888086,0.1539622204888086
google_robot_move_near__seed000__step008,move_near,0,validation,8,0.3609235312801637,-0.04506118275814494,0.26493472363468096,0.16763568393459635,1.08856536877979,0.19328784734556734,0.4059847140383086,0.09598880764548273,0.09598880764548273
google_robot_move_near__seed000__step008,move_near,0,validation,9,0.31019064905995714,0.2723080497270252,0.2245252995993636,0.16763568393459635,1.0586841062246066,0.14255496512536078,0.03788259933293192,0.08566534946059354,0.03788259933293192
google_robot_move_near__seed000__step008,move_near,0,validation,10,0.2857792058602067,0.19104434967117603,0.2994834146878423,0.16763568393459635,1.1688218434367543,0.11814352192561037,0.09473485618903069,-0.013704208827635567,-0.013704208827635567
google_robot_move_near__seed000__step008,move_near,0,validation,11,0.1872828170550301,-0.028741968753976374,0.2075738089269463,0.16763568393459635,2.19624742424214,0.019647133120433757,0.21602478580900647,-0.020290991871916186,-0.020290991871916186
google_robot_move_near__seed000__step008,move_near,0,validation,12,0.40862011069378407,-0.04153249494948252,0.35603892424744404,0.16763568393459635,1.2014593594371474,0.24098442675918771,0.4501526056432666,0.05258118644634002,0.05258118644634002
google_robot_move_near__seed000__step008,move_near,0,validation,13,0.3707011046487168,-0.018698068114533357,0.36766629937278933,0.16763568393459635,1.5516256624388223,0.20306542071412045,0.38939917276325015,0.003034805275927477,0.003034805275927477
google_robot_move_near__seed000__step008,move_near,0,validation,14,0.24066448158423293,-0.04872707180326896,0.20565076391049927,0.16763568393459635,1.0253274391399723,0.07302879764963657,0.2893915533875019,0.03501371767373365,0.03501371767373365
google_robot_move_near__seed000__step008,move_near,0,validation,15,0.24679574201362012,-0.009165728020446823,0.24540122064338746,0.16763568393459635,1.219369776485919,0.07916005807902377,0.25596147003406694,0.0013945213702326598,0.0013945213702326598
google_robot_move_near__seed000__step008,move_near,0,validation,16,0.21554959960159356,-0.023781799466939275,0.19844574330493478,0.16763568393459635,1.1277653372428749,0.04791391566699721,0.23933139906853285,0.01710385629665878,0.01710385629665878
google_robot_move_near__seed000__step008,move_near,0,validation,17,0.12656822997415393,-0.03162721904566357,0.14384328102518348,0.16763568393459635,0.9263938386880061,-0.041067453960442424,0.1581954490198175,-0.017275051051029555,-0.041067453960442424
google_robot_move_near__seed000__step008,move_near,0,validation,18,0.17614400811866981,0.13822325869600205,0.17614400811866981,0.16763568393459635,1.2553453800593337,0.008508324184073462,0.037920749422667765,0.0,0.0
google_robot_move_near__seed000__step008,move_near,0,validation,19,0.19222879218202535,0.1349847501314914,0.20259872045727967,0.16763568393459635,1.0647484505737745,0.024593108247428996,0.05724404205053396,-0.01036992827525432,-0.01036992827525432
google_robot_move_near__seed000__step008,move_near,0,validation,20,0.2583867571536609,0.03158691924704414,0.14459292323131995,0.16763568393459635,1.1722816951295219,0.09075107321906453,0.22679983790661673,0.11379383392234094,0.09075107321906453
google_robot_move_near__seed000__step008,move_near,0,validation,21,0.33298829055176027,0.18238235257323435,0.33298829055176027,0.16763568393459635,1.1298455004978816,0.16535260661716392,0.15060593797852592,0.0,0.0
google_robot_move_near__seed000__step008,move_near,0,validation,22,0.08050147330296886,0.2131088451719696,0.049682162985775234,0.16763568393459635,1.0713153762952468,-0.08713421063162749,-0.13260737186900073,0.030819310317193628,-0.13260737186900073
google_robot_move_near__seed000__step008,move_near,0,validation,23,0.2012347027064333,0.009452902055299564,0.2012347027064333,0.16763568393459635,1.0722587183945704,0.033599018771836936,0.19178180065113373,0.0,0.0
google_robot_move_near__seed000__step008,move_near,0,validation,24,0.10654640139160547,0.18756307714751475,0.10654640139160547,0.16763568393459635,1.0368707968833484,-0.06108928254299088,-0.08101667575590928,0.0,-0.08101667575590928
google_robot_move_near__seed000__step008,move_near,0,validation,25,0.13504442494631547,0.11904939354813641,0.12794742343253157,0.16763568393459635,1.062625754780452,-0.032591258988280886,0.015995031398179052,0.007097001513783896,-0.032591258988280886
google_robot_move_near__seed000__step008,move_near,0,validation,26,0.14456062021286356,0.08714853334374473,0.14456062021286356,0.16763568393459635,1.0716238202146862,-0.02307506372173279,0.057412086869118834,0.0,-0.02307506372173279
google_robot_move_near__seed000__step008,move_near,0,validation,27,0.17910812901560846,0.2528545365496689,0.18003504933929482,0.16763568393459635,1.0826885650347786,0.011472445081012111,-0.07374640753406042,-0.0009269203236863532,-0.07374640753406042
google_robot_move_near__seed000__step008,move_near,0,validation,28,0.09003527419488239,0.1170659623005586,0.09003527419488239,0.16763568393459635,1.0419564414124827,-0.07760040973971397,-0.027030688105676215,0.0,-0.07760040973971397
google_robot_move_near__seed000__step008,move_near,0,validation,29,0.12577828342867803,0.13188135015036972,0.12577828342867803,0.16763568393459635,1.0187475707304017,-0.041857400505918324,-0.006103066721691697,0.0,-0.041857400505918324
google_robot_move_near__seed000__step008,move_near,0,validation,30,0.17156735019898814,0.14976336286162414,0.1495379543623376,0.16763568393459635,0.7513754038098133,0.003931666264391787,0.021803987337363995,0.022029395836650534,0.003931666264391787
google_robot_move_near__seed000__step008,move_near,0,validation,31,0.21431232160646316,0.2451776479257685,0.2048674886922924,0.16763568393459635,0.8424524539343469,0.046676637671866805,-0.03086532631930533,0.009444832914170753,-0.03086532631930533
google_robot_move_near__seed031__step008,move_near,31,exploration,0,0.2082695790917981,0.06564407452405419,0.2082695790917981,-0.05736139240333645,1.3332858850343436,0.26563097149513454,0.14262550456774392,0.0,0.0
google_robot_move_near__seed031__step008,move_near,31,exploration,1,0.39574594725349893,0.08788869562464445,0.39574594725349893,-0.05736139240333645,1.1559509000949209,0.45310733965683536,0.30785725162885447,0.0,0.0
